label	text_a
中国之最	中国之最，徐子崴 斯琴格日乐演唱的歌曲。
李楠	李楠，女，汉族，中共党员，1983年6月生，2009年7月毕业于东北林业大学获硕士学位，2009年至今曾担任兰州大学资源环境学院2006级、2009级、2010级本科生辅导员，兼任学生党支部书记，学院团委副书记等职务。
爱德华	《爱德华》，是美国电影《剪刀手爱德华》里的人物。
家庭影院	家庭影院概括来说可以从综合两个概念去了解，这两个概念分别为“家庭影院标准”和“家庭环境中播放电影片中的播放系统”。
芜湖	芜湖，简称为“芜”，安徽省地级市，位于安徽省东南部，处在长江南岸，青弋江与长江汇合处。
洛带古镇	洛带古镇 离 成都 很近，五桂桥公交2元可达。
宽窄巷子	宽窄巷子其实都是一样的宽，一样的窄！就类似于现在各地的仿古街，将以前的旧房子重新修葺，恢复明、清或民国风貌，再引进现代商业，可以让游人在此吃喝玩乐。
张君	张君，毕业于成都体育学院，现为执行联合国“要人保卫”任务的中国维和警察。
班戟	班戟(ban  [jǐ])是pancake的粤语音译，又称薄煎饼、热香饼，是一种以面糊在烤盘或平底锅上烹饪制成的薄扁状饼。
美庐别墅	美庐别墅是单独买票的景点，和周恩来纪念馆在一张票上，票价25元。
腰果	腰果又名槚如树、鸡腰果、介寿果。
明蜀王陵	在各种大型景点过度商业开发政府保护化下，明蜀王陵还保留着非常原始的面貌。
阿凡达	木有3D的地方啊  阿凡达果然没让人失望  撇开故事情节不说  各类奇异炫目的植物  有点像几万年前的那些生物  女孩子一定喜欢  因为晚上的草地就像是触摸灯一样的奇妙  纳威人的灵活性以及对信仰的虔诚  也真的挺牛。
七损八益	七损八益最早记载于《黄帝内经》（成书与先秦或者以前）。
慧济禅寺	缆车50往返每人，还不错，慧济禅寺的布局颇有浙东园林建筑的味道，是普陀山其他禅寺所少见的，山上香火挺旺，信徒蛮多的，殿里香价格不贵，送子观音也有，就是岛上的交通不方便，要走蛮长的路，缺少短途交通工具。
新濠天地	新濠天地的表演水舞间非常之出名，只是票价有点贵，携程上买好像也要400多。
中印边境战争	中印边境战争是1962年6月或10月至11月间发生在中华人民共和国和印度在藏南边境战争，在中国被普遍称为中印边界自卫反击战，印度则称之为瓦弄之战（Battle of Walong）。
南山寺	南山寺很值得一去，作为五A景区，票价120算是比较便宜，而且里面的风景很不错。
王尔德	电影中三个人物：王尔德、波希、罗比。
驼峰岭天池	驼峰岭天池，阿尔山国家森林公园景区的一个景点，我们去阿尔园景区第一个景点，爬山至一座小山底，不太高的山顶，眼前豁然开朗，一汪碧水出现在眼前，继续向上，有的地方可见全池，真的是脚丫形的。
南街村	南街村位于澄潭镇中心地段，距新昌县城30公里。
鼓浪屿鹿礁路	鼓浪屿鹿礁路附近有很多建筑，什么海天堂构、林氏府、基督教堂......都是很多照婚纱照的取景地，那边人相对少很多，喜欢建筑的伙伴，可以去拍照，早上肯定一个人都拍不到。
AIR耐克	AIR耐克的一个科技系列产品，最主要的是  Air  Max360  系列，无阻隔全掌气垫是AirMax360的最大卖点，鞋面雷射刻印大有进步，一块过面料及减去泡棉中底减轻很多重量，但气垫变黄是难以避免的  ；AIR(气垫)  -  分为内置式、可见式。
霍东阁	霍东阁，（1895——1956）是精武体育会创始人，我国著名武术家霍元甲的次子，1895年2月出生于直隶静海县(现天津西青区精武镇)小南河村。
水上公园	水上公园很大，水域面积宽阔，动物园里面的动物非常可爱，细致地逛需要大半天的时间。
世外桃源	世外桃源周围环境优美，鸟语花香，四季如春，在体育公园内有各种仿真恐龙，原始生物等依山望海、景色秀美的桃源居，已经形成完善的配套设施，“桃源人家”会员更尊享健全的社区福利，不仅是安家的乐土，更是一个充满关爱的大家庭。
不道德的故事	《不道德的故事》是波兰导演瓦莱利安·博罗夫奇克于1974年执导的情色片，Charlotte Alexandra、Florence Bellamy等领衔主演。
北戴河	端午才去的北戴河，三天都赶上阴天了，也没有看上日出，有点遗憾。
刘颖	刘颖，女，副教授。
潭柘寺	大石锅和石鱼是 潭柘寺 二宝。
精卫填海	《精卫填海》，是一副直径40米、高21米，中间由10根石柱围成的600平方米圆拱形穹顶油画。
基诺山寨	早晨山里真的很大雾，整个基诺山寨比较好玩，有参观民俗、风情表演、普洱茶制作过程参观、有土特产小吃、水果等，都是包含在门票里面了。
欢子	欢子 （Fandy Su），1984年9月25日生于广东阳江，中国流行男歌手、演员、词曲创作人、音乐人、企业家、索吻时代公司创始人，毕业于星海音乐学院 。
陈小春	陈小春2008华语专辑  《独家记忆》，9首国语和2首粤语，共11首全新单曲。
Azis	Azis（Азис），原名：  Vasili  Troyanov  Boyanov（Васил  Троянов  Боянов），1978年3月7日出生于保加利亚，民歌歌手。
武侯祠	武侯祠  除了人多以外其它挺好，收费的部分有惠陵、武侯祠、忠义庙等，惠陵没啥看头，但旁边的竹林红道很舒服，而且后花园很清幽，了解历史人文就去其它的几个收费点，刘湘墓在武侯祠费收费的地区，作为  四川  大军阀值得一看哦。
新疆饭庄	除了酸奶算是新疆的味道 其它的菜品如大盘鸡 烤馕 羊肉串什么的和普通的新疆本地菜比都差太多了 现在的新疆饭庄有点店大欺客的味道了 反正不怕没人来吃 几乎夜夜爆满 菜品的水平是越来越对付了 对比其它几个驻京办 如四川、甘肃 服务水平也低了一挡 真希望他们能有所改进 认真对待广大的顾客。
柱状节理带	今天先去柱状节理带，跟网上的图片一样，不过沿着栈道走过去，真的很美，景点很人性，到处都贴着标记提醒游客小心。
兴隆山	兰州兴隆山位于榆中县，距离有点远，需要乘坐班车前去，并且其还是佛教和道教的圣地，人文景观十分的丰富；此外，由于里面植被覆盖率高，所以空气质量不错，自然景色也比较好，特别适合周末休息的时候去；而且在景区周围还有很多的宾馆和农家乐，还可以进行烧烤，而且各项公共设施修建的也比较齐全。
苏三羊肉馆	苏三羊肉馆重新装修，现已正式营业，干净，舒适的环境，热情，周到的服务，特色羊肉汤，油饼，经典美味的各色菜肴，望广大新老顾客前来品尝，再给予点评，我们将尽量满足您的需求！。
东方明珠	东方明珠 在晚上是最漂亮的，建议一定要从 外滩 方向望过去，整个陆家嘴的夜景都视野内，很壮观。
江岭	江岭或许是婺源最值得去的地方，很多婺源的风光片都是在这里拍的。
佛光岩	大概开半个小时到达佛光岩景区，因为景区知名度不高，交通也不方便又是平日，游客很少，门票也不便宜90元一位，有导游证不带团好像也不能免票。
贝尼托·墨索里尼	贝尼托·墨索里尼（Benito  Mussolini，1883年7月29日——1945年4月28日），出生于意大利费拉拉省，意大利法西斯党党魁、法西斯独裁者，第二次世界大战的元凶之一，法西斯主义的创始人。
Monica王滢	Monica王滢，师从吴彬（李连杰先生的授业恩师），有着“最美功夫女星”之称，签约于北京新原野娱乐传媒有限公司。
中山公园	小时候的家离得中山公园很近，那个时候的公园还会收门票，所以经常翻墙进去玩。
沙湖	快到沙湖的时候一条笔直的大路 路的两边都是湿地 景色已经很美了坐上船之后，从景区门口向那片湖边沙漠出发船里开着空调 大家都坐在舱内 眼见周边景色 还是很怡人的随时可以走到水边的节奏沙湖的水其实很清澈还有各种游玩项目，比如骑骆驼摩托艇，滑翔翼但据说价格偏贵，就不推荐了从山包包上看沙湖，会觉得水的颜色非常美。
紫霄宫	武当山第三个值得一去的地方，就是紫霄宫了，它是武当山保存最完好的古代宫观建筑，里面也是正殿配殿齐全，红墙以及蓝绿色的瓦顶，简直美呆了，倚天屠龙记便是在这里拍摄的，摄影爱好者必去！。
五彩滩	 接着开到岛的东边，一个叫做五彩滩（又叫芝麻滩）的地方。
壶口瀑布	门票价格还算便宜，与家人一起前来的，未入景区首先听到震耳欲聋的响声，当壶口瀑布展现在眼前的一刹那，被震撼到了！！非常壮观，气势磅礴，真的感叹祖国大好河山之美，  江山  如此多娇，拍照效果也不错。
吉安庆修院	吉安庆修院。
大涌谷	  箱根  之旅的最后一站是温泉  大涌谷  ，大涌谷也叫大地狱，去过的人就能知道为什么，这里由于地壳裂缝露出里面的温泉并且不时喷射出火山  瓦斯  ，整个感觉山体碎裂，白雾缭绕，还有种火山硫磺的臭味，而且温泉水大部分有毒不能泡。
孔雀	对于那些描写旧时年代的电影毫无抵抗力，单单是看场景便有种质朴，清新舒服的感觉，孔雀还是有些看不懂的地方，最后的孔雀开屏三组家庭的评论，应该是导演意图升华的刻意场景，但我觉得电影到这场景的转折太明显了，最喜欢张静初的戏份，又觉得可怕，怕这一生也和她一样，这样匆匆。
农林大学	农林大学由于有高中同学在那边读书，大学期间比较常去，那时还没现在建设的那么漂亮。
金环蛇	金环蛇（学名：Bungarus fasciatus），俗称金甲带、金包铁、金脚带、花扇柄（客家话）、雨伞柄（潮州话）或佛蛇等，是环蛇属的一种，是毒性很强的蛇。
水涛沟	水涛沟,为绵山之灵，一条曲折十里的溪水，延伸至绵山大峡谷中。
武当山	作为中华民族大好河山的一块瑰宝，令世人神往，让我们走进钟灵毓秀、自然天成的武当山，去感悟她的玄妙、空灵和神韵。
路人甲	路人甲，原名郑德国，于1989年3月29日出生在陕西汉中，演员。
山阴道	还不错 山阴道上行 如在画中游 其实在绍兴只要是风景秀丽的地方都可以成为山阴道 因为绍兴古时候称山阴郡 只不过这条路更为有名而已 我感觉夏天去不错 沿着小溪走 凌乱的石块 充满着野趣的味道 当然不要炎夏 要不还是挺热的大夏天 那里还有座小桥流水 杨柳依依 树木茂盛 挺有绿意盎然的感觉 觉得站桥上看风景拍照都是极好的。
珍南海滩	去之前对于珍南海滩的印象可以算很差，因为大家都说那里游客多，海水脏。
架向星空之桥	架向星空之桥是日本森崎胡桃作漫画。
堕落	堕落释义：是思想和行为向消极的方向倾斜；意为脱落、衰落、陷入、荒废。
王超	王超，中国首位与美国职棒大联盟球队签约的棒球选手。
朱杰	朱杰，男，汉族，中共党员，上海交通大学教授。
人力资源管理	" 《人力资源管理》是2002年机械工业出版社出版的图书，作者是乔治&amp;amp;#12539;T・米尔科维奇"。
李莉	李莉，女，汉族，1968年6月生，河北康保人，河北省委党校在职研究生班经济管理专业毕业，研究生，1990年6月加入中国共产党，1988年7月参加工作。
性教育	性教育是关于人类的生殖、生活、生理需要、交媾以及其他方面性行为的教育。
刘丹	刘丹，汉族，1968年3月29日出生在吉林省吉林市，小学就读于吉铁二小后转入吉铁三小；初中就读于吉铁三中；高中就读于吉铁一中。
伊拉草原	伊拉草原和纳帕海是连着的，推荐租辆自行车环形，一般租车的地方都会给一张骑行图，不过对于路盲的人还是要开下手机导航--比如我。
小米	小米，原名：粟，也称作粱、狗尾草、黄粟、粟米，拉丁文名：Setaria italica (L.) Beauv. var. germanica (Mill.) Schrad. 禾本科、狗尾草属一年生草本，须根粗大，秆粗壮，粟是谷子去皮后的结果，谷子是谷类植物，禾木本的一种，粟的营养价值很高，含丰富的蛋白质和脂肪和维生素，它不仅供食用，入药有清热、清渴，滋阴，补脾肾和肠胃，利小便、治水泻等功效，又可酿酒。
马塞洛·维埃拉·达·席尔瓦·儒尼奥尔	马塞洛·维埃拉·达·席尔瓦·儒尼奥尔（Marcelo  Vieira  da  Silva  Junior），巴西足球运动员，1988年5月12日出生在里约热内卢，，是巴西国家队的一员，司职左边后卫。
獒犬	獒犬， 超大型工作犬,肩高： (公)76.2厘米；体重： (公)79-86公斤。
最后的大魔王	《最后的大魔王》是改编自水城正太郎所写的轻小说的漫画。
武汉大学	武汉大学的樱花很著名，虽然没赶上，在10月这个季节走进校园也感觉不错。
急先锋	急先锋是3D动画《野兽之战》角色，原为巨无霸奥密克戎殖民地的安全官员，因为原生体-X对该地的毁灭性破坏，使他对原生体-X记恨在心并希望消灭原生体-X（后改名狂暴）。
淀山湖	上海周边的湖泊几乎都是人工湖，而淀山湖是少见的天然湖泊。
江南长城	江南长城的壮观雄伟，设计精巧，令人感慨！也为北方长城的建设提供良好的示范，值得一看，同时这种优秀的景观还有人文的景点应该大力支持与宣传，得到大家的认可。
七十年代TVB四大花旦	七十年代TVB四大花旦：赵雅芝、汪明荃、李司棋、黄淑仪。
元日	元日，是唐朝皇帝李世民的诗作。
海尔集团	海尔集团创业于1984年，是全球大型家电第一品牌，目前已从传统制造家电产品的企业转型为面向全社会孵化创客的平台。
王磊	王磊，字泓苍，室名濯心斋，毕业于山东艺术学院。
倪妮	倪妮，女，1949年9月出生，河北抚宁县人。
天蚕变	天蚕变是一款中潜科技的休闲益智游戏。
神秘博士	《神秘博士》（Doctor Who）是一部由英国广播公司出品的长寿英国科幻电视剧。
孙涛	孙涛，男，江苏省句容市人，出生于  1981年，贝优母婴健康机构创始人。
清江画廊	现在的清江画廊多了很多人工雕琢的痕迹，但是依旧让我醉心，我想要是以前纯粹的大自然，风光该是多好。
寄扬州韩绰判官	《寄扬州韩绰判官》是唐代诗人杜牧离开扬州以后怀念昔日同僚韩绰判官而作。
皇后镇	很美的小镇，沿湖有一条很长的步道，一直通到机场附近，全走完要2小时，住在湖边的话早上去散散步很棒！  皇后镇  上可以参加很多极限运动，跳伞、蹦极什么的，还有很多当地人在那边玩自行车速降，总之是个很有活力的城市。
覃辉	覃辉，“星美”创始人。
医疗器械	医疗器械是指直接或者间接用于人体的仪器、设备、器具、体外诊断试剂及校准物、材料以及其他类似或者相关的物品，包括所需要的计算机软件。
眼镜蛇	眼镜蛇（学名：Naja）为眼镜蛇属动物的通称，是眼镜蛇科的一属，其成员大多被统称为眼镜蛇。
峰林峡	峰林峡和青龙峡景区靠在一起，但是一天时间并不够两个都玩，于是我们选择了比较轻松的峰林峡。
杨光	杨光，男，汉族，1962年10月生，长安镇杨家村人。
背水一战	《背水一战》是IGS出版，刺玫瑰演唱的歌曲作品。
慕田峪长城	慕田峪长城雄伟壮观，周围自然景色秀美，不象八达岭长城人多拥挤，能惬意地欣赏古代工匠精彩绝伦的技艺，并陶醉于自然的氧吧。
晴天娃娃	晴天娃娃系列产品是由强山科技，全称‘强山科技（北京）有限公司’最新研发生产的礼物赠品类产品，真正手工打造的无印良品，深受广大青年朋友追捧与喜爱。
三家分晋	三家分晋是指春秋末年，晋国被韩、赵、魏三家瓜分的事件。
紫玉兰	紫玉兰（学名：Magnolia  liliiflora  Desr.），木兰科木兰属，又名木兰、辛夷，为中国特有植物，分布在中国云南、福建、湖北、四川等地，生长于海拔300米至1,600米的地区，一般生长在山坡林缘。
威廉	威廉是电视剧《黑糖玛奇朵》中人物，饰演廖亦崟。
鲸鲨	鲸鲨（学名：Rhincodon  typus）：仅1科1属1种。
大将军	大将军为中华民国南京临时政府军队军衔制中的军官军衔称号，是上等官佐中的最高一级。
白石茉莉奈	白石茉莉奈，1986年8月10日出生于日本东京都，日本AV女优。
大蜀山森林公园	大蜀山森林公园去过几次，景点一般，主要都是自然景色，如果想去爬爬山锻炼身体还是可以选择这儿的，人流量也是挺多的，空气也还不错，和朋友同学一起去还是挺好的，爬到山顶向下看，俨然一种居高临下的感觉，合肥的面貌也呈现在眼前……[微笑]。
纯阳观	纯阳观位于海珠区新港西路南边的五凤村漱珠岗。
海盗电台	《海盗电台》是理查德·柯蒂斯执导，Bill Nighy、Kenneth Branagh等主演的一部英国喜剧片，于2009年正式上映。
豫园	豫园  还要收门票的，第一次到那儿以为不要门票。
俄罗斯风情街	俄罗斯风情街双兴商品城批发市场很近，就是大连人口中的“大菜市”。
黄真伊	《黄真伊》是根据洪锡钟的同名小说改编的爱情电影，由张允炫执导，宋慧乔、刘智泰、柳承龙主演。
芙蓉	芙蓉，女，是马超的妻子，《反三国演义》人物。
梅岭风景区	梅岭风景区是从小春游秋游的好去处，里面很大，风景点也很多，爬山踏青家庭旅游什么都行。
沙扒湾	此次旅程除沙扒湾两天游外，还顺便到阳江市区探望亲人，可谓一举两得，在市区住宿一晚，美团网订的，没想到遭到拒绝入住，宾馆说不认可美团定价，坚持要加钱，经与美团网联系，交涉后仍被拒绝，一气之下便申请退款。
徐勇	徐勇，1955年7月15日生，汉族，湖北省宜昌市人，教授、博士生导师，中共党员。
故宫	故宫去了，感觉还是挺不错的，古代帝王的宫殿。
第一次	第一次知道奔跑的感觉，第一次看到“雪景”，第一次在翩然起舞中成全了自己，第一次……细节拍得很纯美。
极品飞车	极品飞车：最高通缉里绕圈赛第一个赛道City Perimeter的简称。
大航海时代	大航海时代  Online是以16世纪欧洲《大航海时代》为舞台的线上模拟海洋冒险游戏。
环岛路	可以租自行车骑车，有几处木栈道， 环岛路 沿线就是沙滩。
王琳	王琳，女，复旦大学环境科学与工程系教授。
彭家祠	广州出发，坐火车或者汽车先抵英德站，然后换乘至九龙、明迳、岩背的班车，在英西峰林走廊下车，彭家祠是英西收费景点之一在黄花镇的一个山包上  山脚下是小河  付四十大洋给村民即可登楼  最高处有个观景台，可以远眺看到附近的美景。
龙巡天下	《龙巡天下》是《龙游天下》的第三部作品，由王重光、导演执导，周明增、王灿等主演的古装电视剧。
温心	温心，1991年5月11日出生于中国深圳，中国女演员、模特、歌手。
西游降魔篇	有人说西游降魔篇故事过于暗黑惊悚，镜头血腥又残忍。
师说	《师说》是人民教育出版社主办的月刊。
美丽人生	《美丽人生》是一部由罗伯托·贝尼尼执导，罗伯托·贝尼尼、尼可莱塔·布拉斯基、乔治·坎塔里尼等人主演的剧情片。
局内人	《局内人》是一部由斯派克·李执导的犯罪惊悚片，丹泽尔·华盛顿  ，克里夫·欧文，朱迪·福斯特，克里斯托弗·普卢默等人主演，于2006年3月24日在美国上映。
丁威德海滩	相比其他的沙滩上穿梭来往的人流，丁威德海滩并没有太多游客的足迹，来往客人一般都是酒店的住客，也没有任何商贩在此。
高进	高进是《霹雳布袋戏》中的虚拟人物，  于天子传奇第3集初登场。
花非花雾非雾	《花非花雾非雾》是由女作家琼瑶创作，导演丁仰国、李平共同执导的一部电视剧，由李晟、张睿、朱镇模、万茜、姚元浩、杨紫、邓伦、麦迪娜等人主演，林心如、高梓淇、刘德凯以及方青卓等演员加盟，并远赴法国取景拍摄。
在一起	《在一起》是北京天娱传媒有限公司出品的青春微电影，由田蒙执导并编剧，武艺和付梦妮等主演，是2011快乐女声“青春态度系列微电影”《敢不敢》第三集。
李静	李静，1951年5月出生于辽宁省康平县，著名二人转表演艺术家，黑土剧明星，是实力派关东女艺人。
白家大院	白家大院的环境非常气派，一进院子服务员招呼客人都用“您吉祥”，服务员的穿着也都是清宫里的造型，很漂亮。
朱雷	朱雷，男，合肥申美国际旅行社总经理。
彩虹大桥	彩虹大桥  更是很多日剧中男女约会定情的场景之一。
留园	留园不太大，四个字形容就是“曲径通幽”。
呼伦贝尔草原	呼伦贝尔草原位于大兴安岭以西，由呼伦湖、贝尔湖而得名。
冰是睡着的水	《冰是睡着的水》是孟文豪演唱的一首歌曲，王一蓉作曲，孟文豪、红枫作词。
欢乐谷	位于深圳市南山区，是国家5A级旅游景区，与世界之窗毗邻，深圳地铁一号线可直达欢乐谷，在世界之窗站下车，步行3分钟即至，地处华侨城区域，还毗邻益田购物广场。
林芝地区	翻越海拔5013米的米拉山，前往有西藏江南之称的林芝地区。
悉尼歌剧院	悉尼歌剧院不但作为  悉尼  这座城市的地标性建筑，更是现代澳洲的国家象征。
洪荒	洪荒，指混沌蒙昧的状态，特指远古时代，洪荒世界；大荒。
对数公式	"对数公式是数学中的一种常见公式，如果a^x=N(a&amp;gt;0,且a≠1)，则x叫做以a为底N的对数,记做x=log(a)(N)，其中a要写于log右下"。
洪崖洞	重庆这座城市的美妙之处就在于它那立体的结构，这一点在洪崖洞体现的尤为明显；也许没有人能在二维世界里勾画出它的轮廓，就像是一座出神入化的梯田，梯田的每一层都是散落的人烟。
行路难	歌曲《行路难》，是由90年代红极一时的中国内地著名女歌手杨钰莹演唱的粤语单曲。
燕子河大峡谷	燕子河大峡谷  一直人迹罕至，生态系统保存完整，属亚热带落叶、物种资源丰富多  样，其中就有狗骨冬青、天目杜鹃等一大批珍稀物种。
杜甫草堂	杜甫草堂是一处大公园，植被茂密，有几处纪念馆，能学到一些历史小故事，不错。
与爱有关的那些事	《与爱有关的那些事》是大庆小芳演唱的一首国语歌曲。
东湖	但东湖水体有一定的富营养化现象，在五月和十一月中都有十几天蚊虫成灾。
伪物语	电视动画《伪物语》改编自西尾维新原著的同名轻小说，“西尾维新动画计划”的第4弹作品，电视动画《化物语》的续篇。
地狱神探	《地狱神探》是改编自同名漫画，由弗朗西斯·劳伦斯导演，基努·里维斯、蕾切尔·薇兹、蒂尔达·斯文顿等出演的惊悚恐怖电影。
南山竹海	相比 天目湖 ，南山竹海还是值得一逛的，竹林非常漂亮，门口的 静湖 很美。
北海	北海是大西洋的边缘海，位于欧洲大陆的西北，由大不列颠岛、设得兰群岛、斯堪的纳维亚半岛、日德兰半岛和西欧大陆围成，面积57×104km2，大部分为浅海大陆架，平均水深只有96m。
茶	《茶》是唐代元稹的古诗，出自《宝塔茶诗》。
北海公园	先说停车：北海公园北门外那条路东西500米外路边都能免费停车。
锦里	锦里  属于一个非常适合去闲逛的地方，这里面汇聚了  巴蜀  文化的精髓，同样也体现了  成都  人的慢节奏生活态度，进入美食那条巷子你就会胃口大开，真可谓是吃货一条街，东西比较小贵一点了，特别推举牛肉酥饼！好吃，吃货不要错过！。
勃艮第	勃艮第（bó  gèn  dì，英文Burgundy，拉丁文Burgundia，法文Bourgogne‎），  西欧历史地区名，各历史时期所指各异。
龙门客栈	龙门客栈这个布景是天才之作，片子成功很大一部分因素就在于这个场景做得巧妙，胡也充分利用它来营造荒凉气氛，又利用外部的陡峭石壁来构图，而内部的楼上楼下，又创造了许多戏剧可能，简单说就是这样。
拆迁补偿	拆迁补偿是指拆迁人对被拆除房屋的所有人，依照《国有土地上房屋征收与补偿条例》的规定给予的补偿。
焦山	秋末来这里，银杏落叶铺满了地面，满眼金黄色，很美，第一次带3岁小孩自驾远郊，特别新鲜好奇，还玩耍着那些落叶！ 焦山 的空气特清新，而且也很安静，可能是工作日的原因，游人不多！宝贝首次爬山，拒绝我们的帮助，从山底爬到了塔顶，让我们一下子刮目相看！。
鲁妮玛拉	鲁妮玛拉高颜值是我看完全片最大动力，太美了！——《小飞侠：幻梦启航》。
贝子庙	停车两元~敖包山免费，贝子庙20。
蚂蚁	蚂蚁(ant)是一种昆虫。
陈丽娜	陈丽娜是新疆电视台节目主持人，陈月是她的艺名。
白云山	路标混乱，树木残破，无人修护的所谓景点，  白云山  徒有其名，谁去谁后悔。
食戟之灵	电视动画《食戟之灵》改编自附田祐斗原作、佐伯俊作画的同名漫画，由J.C.STAFF制作，于2015年4月3日开始在日本MBS、TBS等电视台的“Animeism”节目播出。
通缉令2	《通缉令2》是由提莫·贝克曼贝托夫执导，詹姆斯·麦卡沃伊、安吉丽娜·朱莉等主演的一部动作片。
张公洞	景点总体来说还不错，麻雀虽小、五脏俱全，漂流比较适合小朋友，儿子玩的比较开心，就是漂流时间短了些，有点意犹未尽；地下河探险，对于第一次体验来说，还是比较新奇，但是洞太小，人多了太挤；张公洞的话，没啥特点，就是比较凉快。
丁凯乐	丁凯乐是《快乐星球1》主角。
德格拉朗梯田	 德格拉朗梯田 位于 乌布 以北，梯田的背景有雄伟的火山，田间地头点缀着椰树，热带风光与田园景色的完美契合使巴厘岛的梯田在世界无数的梯田中独树一帜。
尹民秀	尹民秀(윤민수)，韩国歌手。
海角七号	我想这就是《海角七号》在台湾票房能突破4亿新台币的原因吧。
麦克白	麦克白 （Macbeth，盖尔语：Mac Bethad mac Findlaích），是公元十一世纪欧洲苏格兰王国的国王，在位17年。
夏弦月	四肢发达的腐女夏弦月一直过着无忧无虑自我满足的小康生活，在连续降级三年后终于成功升八死党李洋洋所在的高校……。
茉莉花	《茉莉花》是1980年上映的台湾电影，由陈俊良执导。
雷达	雷达，男，50岁，经济学博士，党员，教授。
柚木	柚木（学名：Tectona  grandis  L.F.），又称胭脂树、紫柚木、血树等，  是一种落叶或半落叶大乔木，树高达40-50米，胸径2-2.5米，干通直。
中锋	中锋（Center），顾名思义乃是一个球队的中心人物。
李健	李健，生于1925年，辽宁省辽阳县黄泥洼镇六弓台村人。
中山公园	广西钦州市中山公园位于钦州市区一马路西侧。
女优	日本AV女优，1984年12月15日出生。
名侦探柯南	日本动漫《名侦探柯南》中人物，17岁，大阪改方学园高中部二年级学生，大阪府警察本部刑事部长远山银司郎警视长的独生女，关西高中生侦探服部平次的青梅竹马。
外滩	当然也可以坐轮船，我建议可以坐那个外滩观光隧道，我也就坐过一次不过印象深刻，它是把交通和旅游功能结为一体，那个隧道里会变幻出各种光圈灯光，特别好看。
班嘉佳	班嘉佳，布依族，中国内地演员，广告模特。
忠王府	忠王府个人感觉非常值得一去的地方，很漂亮的一座典型的江南风格，不论是建筑还是设计都非常漂亮合理。
鼓楼	鼓楼白天看着是很朴素的，稍显老旧的一座楼，但是，鼓楼里你可以看到很不错的景色，人来人往，车水马龙，在一个相对安静的地方观赏北京城的喧闹与忙绿。
宝莲灯鱼	宝莲灯鱼学名日光灯鱼、新红莲灯鱼，英文名为Cheirodco  axclrodi，脂鲤科属，原产南美洲巴西。
南通博物苑	南通博物苑 是 中国 人最早创办的博物馆，去过两次了。
流鼻涕	流鼻涕是鼻部疾病常见症状之一，可经前鼻孔流出，也可后流入鼻咽部。
沙面	一般讲，沙面的北面建筑较多，南面临珠江一是有一栋突兀的白色高楼大煞风景，一是巨大健身中心占据江边，看点不多。
苏州博物馆	这是一个建筑风格很棒的地方，看看苏州的过去，免费，很不错苏州博物馆是个现代建筑，我很喜欢这种简约的风格，看着像现代的西式建筑，其实不然，里头涵盖着很多中式园林思想，讲究布局，同样有亭台楼阁，流水游鱼，波光倒影等等因素。
牛岛	本来以为 牛岛 会是本次行程的亮点，结果并没有什么惊喜。
21天减肥法	很多人都想要简单的瘦身方法，网上充斥了很多不良的减肥方法，找到的方法是否真 的适合自己？21天减肥法结合科学减肥和各种独特偏方，详细解释什么才是真正的健康减肥。
人	人，ren，象形字。
东海大学	东海大学被称为台湾最美的大学，是杜维明、郎咸平、蔡康永等人的母校。
詹天佑	《詹天佑》是孙道临、姚寿康执导，冯淳超、孔祥玉等主演的剧情片。
王妍苏	王妍苏，4月3日生于吉林省四平市铁东区，现居住于上海市浦东新区，中国模特、演员。
故梦	故梦是橙翼主唱的一首歌，作词腾云驾雾琉璃仙，作曲/编曲千年破晓，二胡弹棉花的GG，后期廖国钺_O2乐邻，海报幻乐，，收录于专辑《天命风流》，发行。
致爱丽丝	《致爱丽丝》原名《a小调巴加泰勒》，是贝多芬在1810年创作的一首独立钢琴小品，是贝多芬献给“爱丽丝”作为纪念的作品。
轻舞飞扬	轻舞飞扬。
造价工程师	造价工程师是指由国家授予资格并准予注册后执业，专门接受某个部门或某个单位的指定、委托或聘请，负责并协助其进行工程造价的计价、定价及管理业务，以维护其合法权益的工程经济专业人员。
流行音乐	流行音乐，是音乐类型的一种，指以迎合广大观众口味为主要目的而创作的音乐。
西园	西园始建于明代，是一座典型的江南园林，面积虽然不大，有假山，流水，绿树，红花，一年四季皆可赏景。
镇海	镇海楼在屏山山顶，说是山其实也可以说是小山坡，所以风景很一般。
省委书记	《 省委书记》是人民文学出版社 出版的图书。
崔健	崔健，男，汉族，1953年8月生，广东新兴人，1974年12月加入中国共产党，1972年8月参加工作，中央党校在职研究生班经济管理专业毕业，中央党校研究生学历，经济师。
微观经济学	《微观经济学》是经济科学出版社出版的图书，作者是(美)威廉.A.迈克易切恩(WilliamA.McEachern)。
宏村	宏村周边还有很多类似的村子、景点等，名字都不太记得了。
黑龙江八一农垦大学	黑龙江八一农垦大学，简称八一农大，是黑龙江省属全日制普通高校，具备培养学士、硕士、博士的完整教育体系，是国家首批卓越农林人才教育培养计划改革试点高校，2015年度全国毕业生就业典型经验高校。
刘江	刘江，男，1925年生于中国哈尔滨，中国电影表演艺术家。
刘畅	刘畅，男，别署：淮畔居士、凌云轩主，中国诗书画研究会会员、蚌埠市书法家协会会员。
高飞	高飞，内地女演员，歌手。
